-10.000000 0.000001
-9.889890 0.000002
-9.779780 0.000003
-9.669670 0.000004
-9.559560 0.000005
-9.449449 0.000006
-9.339339 0.000007
-9.229229 0.000009
-9.119119 0.000010
-9.009009 0.000012
-8.898899 0.000013
-8.788789 0.000015
-8.678679 0.000018
-8.568569 0.000020
-8.458458 0.000023
-8.348348 0.000026
-8.238238 0.000030
-8.128128 0.000034
-8.018018 0.000039
-7.907908 0.000044
-7.797798 0.000050
-7.687688 0.000056
-7.577578 0.000064
-7.467467 0.000072
-7.357357 0.000082
-7.247247 0.000092
-7.137137 0.000105
-7.027027 0.000118
-6.916917 0.000134
-6.806807 0.000152
-6.696697 0.000172
-6.586587 0.000195
-6.476476 0.000220
-6.366366 0.000249
-6.256256 0.000282
-6.146146 0.000319
-6.036036 0.000362
-5.925926 0.000409
-5.815816 0.000463
-5.705706 0.000524
-5.595596 0.000594
-5.485485 0.000672
-5.375375 0.000761
-5.265265 0.000861
-5.155155 0.000974
-5.045045 0.001103
-4.934935 0.001248
-4.824825 0.001413
-4.714715 0.001600
-4.604605 0.001811
-4.494494 0.002049
-4.384384 0.002320
-4.274274 0.002626
-4.164164 0.002972
-4.054054 0.003364
-3.943944 0.003808
-3.833834 0.004310
-3.723724 0.004879
-3.613614 0.005522
-3.503504 0.006251
-3.393393 0.007075
-3.283283 0.008009
-3.173173 0.009065
-3.063063 0.010261
-2.952953 0.011615
-2.842843 0.013147
-2.732733 0.014881
-2.622623 0.016844
-2.512513 0.019066
-2.402402 0.021580
-2.292292 0.024427
-2.182182 0.027649
-2.072072 0.031297
-1.961962 0.035425
-1.851852 0.040098
-1.741742 0.045387
-1.631632 0.051374
-1.521522 0.058151
-1.411411 0.065822
-1.301301 0.074504
-1.191191 0.084332
-1.081081 0.095456
-0.970971 0.108048
-0.860861 0.122301
-0.750751 0.138433
-0.640641 0.156694
-0.530531 0.177364
-0.420420 0.200760
-0.310310 0.227242
-0.200200 0.257218
-0.090090 0.291147
0.020020 0.329553
0.130130 0.367420
0.240240 0.404688
0.350350 0.441296
0.460460 0.477184
0.570571 0.512293
0.680681 0.546566
0.790791 0.579947
0.900901 0.612382
1.011011 0.643818
1.121121 0.674203
1.231231 0.703488
1.341341 0.731626
1.451451 0.758569
1.561562 0.784275
1.671672 0.808701
1.781782 0.831807
1.891892 0.853556
2.002002 0.873913
2.112112 0.892843
2.222222 0.910317
2.332332 0.926305
2.442442 0.940782
2.552553 0.953723
2.662663 0.965109
2.772773 0.974920
2.882883 0.983140
2.992993 0.989755
3.103103 0.994756
3.213213 0.998134
3.323323 0.999883
3.433433 1.000000
3.543544 0.998486
3.653654 0.995342
3.763764 0.990575
3.873874 0.984191
3.983984 0.976201
4.094094 0.966618
4.204204 0.955458
4.314314 0.942739
4.424424 0.928482
4.534535 0.912710
4.644645 0.895449
4.754755 0.876726
4.864865 0.856573
4.974975 0.835022
5.085085 0.812109
5.195195 0.787871
5.305305 0.762347
5.415415 0.735579
5.525526 0.707611
5.635636 0.678489
